Chemical_Group,Analyte,Matrix,Cycle,Ages,File,Variable,Weights,LOD,Units,LOD_Code,NA_Code,NS_Code,UL_Code,Convert_Units,Convert_Factor
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyfluorene,urine,4,3-79,EU,LAB_3HF,WGT_EU,0.002,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),9-hydroxyfluorene,urine,2,3-79,EU,LAB_9HF,WGT_EU,0.003,µg/L,999.9995,999.9996,999.9999,,,
polycyclic aromatic hydrocarbons (PAHs),9-hydroxyfluorene,urine,3,3-79,EU,LAB_9HF,WGT_EU,0.0045,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),9-hydroxyfluorene,urine,4,3-79,EU,LAB_9HF,WGT_EU,0.0045,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxynaphthalene,urine,2,3-79,EU,LAB_1HN,WGT_EU,0.1,µg/L,99999.95,99999.96,99999.99,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxynaphthalene,urine,3,3-79,EU,LAB_1HN,WGT_EU,0.021,µg/L,9999.95,9999.96,9999.99,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxynaphthalene,urine,4,3-79,EU,LAB_1HN,WGT_EU,0.021,µg/L,9999.95,9999.96,9999.99,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxynaphthalene,urine,2,3-79,EU,LAB_2HN,WGT_EU,0.05,µg/L,9999.95,9999.96,9999.99,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxynaphthalene,urine,3,3-79,EU,LAB_2HN,WGT_EU,0.031,µg/L,999.995,999.996,999.999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxynaphthalene,urine,4,3-79,EU,LAB_2HN,WGT_EU,0.031,µg/L,999.995,999.996,999.999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxyphenanthrene,urine,2,3-79,EU,LAB_1HPT,WGT_EU,0.005,µg/L,99.995,99.996,99.999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxyphenanthrene,urine,3,3-79,EU,LAB_1HPT,WGT_EU,0.0024,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxyphenanthrene,urine,4,3-79,EU,LAB_1HPT,WGT_EU,0.0024,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxyphenanthrene,urine,2,3-79,EU,LAB_2HPT,WGT_EU,0.003,µg/L,99.995,99.996,99.999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxyphenanthrene,urine,3,3-79,EU,LAB_2HPT,WGT_EU,0.0025,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),2-hydroxyphenanthrene,urine,4,3-79,EU,LAB_2HPT,WGT_EU,0.0025,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyphenanthrene,urine,2,3-79,EU,LAB_3HPT,WGT_EU,0.003,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyphenanthrene,urine,3,3-79,EU,LAB_3HPT,WGT_EU,0.0021,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),3-hydroxyphenanthrene,urine,4,3-79,EU,LAB_3HPT,WGT_EU,0.0021,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),4-hydroxyphenanthrene,urine,2,3-79,EU,LAB_4HPT,WGT_EU,0.001,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),4-hydroxyphenanthrene,urine,3,3-79,EU,LAB_4HPT,WGT_EU,0.0031,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),4-hydroxyphenanthrene,urine,4,3-79,EU,LAB_4HPT,WGT_EU,0.0031,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),9-hydroxyphenanthrene,urine,2,3-79,EU,LAB_9HPT,WGT_EU,0.004,µg/L,99.995,99.996,99.999,,,
polycyclic aromatic hydrocarbons (PAHs),9-hydroxyphenanthrene,urine,3,3-79,EU,LAB_9HPT,WGT_EU,0.004,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),9-hydroxyphenanthrene,urine,4,3-79,EU,LAB_9HPT,WGT_EU,0.004,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxypyrene,urine,2,3-79,EU,LAB_1HP,WGT_EU,0.002,µg/L,99.9995,99.9996,99.9999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxypyrene,urine,3,3-79,EU,LAB_1HP,WGT_EU,0.0029,µg/L,9.9995,9.9996,9.9999,,,
polycyclic aromatic hydrocarbons (PAHs),1-hydroxypyrene,urine,4,3-79,EU,LAB_1HP,WGT_EU,0.0029,µg/L,9.9995,9.9996,9.9999,,,
ultraviolet compounds,"2,4-dihydroxybenzophenone (benzophenone-1)",urine,6,3-79,HECS_GYM,LAB_BP1,WGT_HECS,0.017,µg/L,99999.995,99999.996,99999.999,,,
ultraviolet compounds,"2,2’,4,4’-tetrahydroxybenzophenone (benzophenone-2)",urine,6,3-79,HECS_GYM,LAB_BP2,WGT_HECS,0.050,µg/L,9.95,9.96,9.99,,,
ultraviolet compounds,2-hydroxy-4-methoxybenzophenone (benzophenone-3),urine,6,3-79,HECS_GYM,LAB_BP3,WGT_HECS,0.032,µg/L,99999.95,99999.96,99999.99,,,
ultraviolet compounds,"2,2’-dihydroxy-4-methoxybenzophenone (benzophenone-8)",urine,6,3-79,HECS_GYM,LAB_BP8,WGT_HECS,0.015,µg/L,9.995,9.996,9.999,,,
ultraviolet compounds,4-hydroxybenzophenone (4-OH-benzophenone),urine,6,3-79,HECS_GYM,LAB_4OHB,WGT_HECS,0.045,µg/L,99.995,99.996,99.999,,,
ultraviolet compounds,3-(4-methylbenzylidene)-camphor (enzacamene),urine,6,3-79,HECS_GYM,LAB_4MBC,WGT_HECS,0.038,µg/L,9.995,9.996,9.999,,,
ultraviolet compounds,4-dimethylaminobenzoic acid,urine,6,3-79,HECS_GYM,LAB_DABA,WGT_HECS,0.0054,µg/L,999.9995,999.9996,999.9999,,,
ultraviolet compounds,4-methylaminobenzoic acid,urine,6,3-79,HECS_GYM,LAB_MABA,WGT_HECS,0.0050,µg/L,999.9995,999.9996,999.9999,,,
volatile organic compounds (VOCs),"1,4-dichlorobenzene",blood,5,12-79,BVOC,LAB_BDBZ,WGT_BVOC,0.013,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),"2,5-dimethylfuran",blood,5,12-79,BVOC,LAB_BDFU,WGT_BVOC,0.018,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),"1,1,1,2-tetrachloroethane",blood,5,12-79,BVOC,LAB_TCLE,WGT_BVOC,0.007,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),benzene  ,blood,3,12-79,VOCP,LAB_BBNZ,WGT_VOCP,0.007,µg/L,99.9995,99.9996,99.9999,,,
volatile organic compounds (VOCs),benzene  ,blood,4,12-79,VOCP,LAB_BBNZ,WGT_VOCP,0.007,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),benzene  ,blood,5,12-79,BVOC,LAB_BBNZ,WGT_BVOC,0.022,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),phenol,urine,2,3-79,EU,LAB_PHEN,WGT_EU,0.1,mg/L,9999.95,9999.96,9999.99,,µg/L,× 1000
volatile organic compounds (VOCs),S-phenylmercapturic acid (S-PMA),urine,2,3-79,EU,LAB_SPMA,WGT_EU,0.08,µg/L,999.95,999.96,999.99,,,
volatile organic compounds (VOCs),S-phenylmercapturic acid (S-PMA),urine,3,3-79,EU,LAB_SPMA,WGT_EU,0.08,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),S-phenylmercapturic acid (S-PMA),urine,4,3-79,EU,LAB_SPMA,WGT_EU,0.08,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),"trans,trans-muconic acid (t,t-MA)",urine,2,3-79,EU,LAB_TMA,WGT_EU,0.8,µg/L,99999.5,99999.6,99999.9,,,
volatile organic compounds (VOCs),"trans,trans-muconic acid (t,t-MA)",urine,3,3-79,EU,LAB_TMA,WGT_EU,0.61,µg/L,9999.5,9999.6,9999.9,,,
volatile organic compounds (VOCs),"trans,trans-muconic acid (t,t-MA)",urine,4,3-79,EU,LAB_TMA,WGT_EU,0.61,µg/L,9999.5,9999.6,9999.9,,,
volatile organic compounds (VOCs),bromodichloromethane,blood,3,12-79,VOCP,LAB_BBDM,WGT_VOCP,0.012,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),bromodichloromethane,blood,4,12-79,VOCP,LAB_BBDM,WGT_VOCP,0.012,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),bromodichloromethane,blood,5,12-79,BVOC,LAB_BBDM,WGT_BVOC,0.005,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),carbon tetrachloride,blood,5,12-79,BVOC,LAB_CTCL,WGT_BVOC,0.005,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),dibromochloromethane,blood,3,12-79,VOCP,LAB_BDCM,WGT_VOCP,0.007,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),dibromochloromethane,blood,4,12-79,VOCP,LAB_BDCM,WGT_VOCP,0.007,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),dibromochloromethane,blood,5,12-79,BVOC,LAB_BDCM,WGT_BVOC,0.005,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),ethylbenzene,blood,3,12-79,VOCP,LAB_BEBZ,WGT_VOCP,0.011,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),ethylbenzene,blood,4,12-79,VOCP,LAB_BEBZ,WGT_VOCP,0.011,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),ethylbenzene,blood,5,12-79,BVOC,LAB_BEBZ,WGT_BVOC,0.013,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),isopropylbenzene,blood,5,12-79,BVOC,LAB_BIBZ,WGT_BVOC,0.01,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),methyl isobutyl ketone (MIBK),blood,5,12-79,BVOC,LAB_BMP,WGT_BVOC,0.029,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),nitrobenzene,blood,5,12-79,BVOC,LAB_BNBZ,WGT_BVOC,1.135,µg/L,9.5,9.6,9.9,,,
volatile organic compounds (VOCs),styrene,blood,3,12-79,VOCP,LAB_BSTY,WGT_VOCP,0.012,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),styrene,blood,4,12-79,VOCP,LAB_BSTY,WGT_VOCP,0.012,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),styrene,blood,5,12-79,BVOC,LAB_BSTY,WGT_BVOC,0.011,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),tetrachloroethylene,blood,3,12-79,VOCP,LAB_BPCE,WGT_VOCP,0.02,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),tetrachloroethylene,blood,4,12-79,VOCP,LAB_BPCE,WGT_VOCP,0.02,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),tetrachloroethylene,blood,5,12-79,BVOC,LAB_BPCE,WGT_BVOC,0.013,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),tetrahydrofuran,blood,5,12-79,BVOC,LAB_BTFU,WGT_BVOC,0.015,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),toluene,blood,3,12-79,VOCP,LAB_BTOL,WGT_VOCP,0.011,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),toluene,blood,4,12-79,VOCP,LAB_BTOL,WGT_VOCP,0.011,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),toluene,blood,5,12-79,BVOC,LAB_BTOL,WGT_BVOC,0.012,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),tribromomethane (bromoform),blood,3,12-79,VOCP,LAB_BBF,WGT_VOCP,0.01,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),tribromomethane (bromoform),blood,4,12-79,VOCP,LAB_BBF,WGT_VOCP,0.01,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),tribromomethane (bromoform),blood,5,12-79,BVOC,LAB_BBF,WGT_BVOC,0.013,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),trichloroethylene,blood,3,12-79,VOCP,LAB_BTCE,WGT_VOCP,0.027,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),trichloroethylene,blood,4,12-79,VOCP,LAB_BTCE,WGT_VOCP,0.027,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),trichloroethylene,blood,5,12-79,BVOC,LAB_BTCE,WGT_BVOC,0.01,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),trichloromethane (chloroform),blood,3,12-79,VOCP,LAB_BCF,WGT_VOCP,0.014,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),trichloromethane (chloroform),blood,4,12-79,VOCP,LAB_BCF,WGT_VOCP,0.014,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),trichloromethane (chloroform),blood,5,12-79,BVOC,LAB_BCF,WGT_BVOC,0.006,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),m-xylene & p-xylene,blood,3,12-79,VOCP,LAB_BMPX,WGT_VOCP,0.023,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),m-xylene & p-xylene,blood,4,12-79,VOCP,LAB_BMPX,WGT_VOCP,0.023,µg/L,9.995,9.996,9.999,,,
volatile organic compounds (VOCs),m-xylene & p-xylene,blood,5,12-79,BVOC,LAB_BMPX,WGT_BVOC,0.005,µg/L,99.995,99.996,99.999,,,
volatile organic compounds (VOCs),o-xylene,blood,3,12-79,VOCP,LAB_BOX,WGT_VOCP,0.009,µg/L,99.9995,99.9996,99.9999,,,
volatile organic compounds (VOCs),o-xylene,blood,4,12-79,VOCP,LAB_BOX,WGT_VOCP,0.009,µg/L,9.9995,9.9996,9.9999,,,
volatile organic compounds (VOCs),o-xylene,blood,5,12-79,BVOC,LAB_BOX,WGT_BVOC,0.006,µg/L,9.9995,9.9996,9.9999,,,
